bus_no,stop_sequence,stop_name,lat,lon
1002_2,7,Patil Nursery,15.447355,74.995443
1002_2,8,Vivekananda Circle,15.4498925,74.99509499999999
1002_2,9,Saptapura,15.451581000000001,74.993536
1002_2,10,Naidu Girini,15.453393,74.99562
1002_2,11,K C D,15.455365,74.9983735
1002_2,12,Lic,15.456875499999999,75.00295650000001
1002_2,13,Jubilee Circle,15.45894575,75.00781925
1002_2,14,Cbt-D,15.4606685,75.01141700000001
1005,1,Dwr Sd,15.45985814417835,75.0105258745456
1005,2,Jubilee Circle,15.45894575,75.00781925
1005,3,Old Sp Office,15.4628345,75.003431
1005,4,K C Park,15.46369,75.001007
1005,5,Mental Hospital,15.464470333333333,74.99838466666667
1005,6,New Sp Office,15.466617930796467,74.99543122362164
1005,7,New Bus Stand-D,15.467312963922167,74.99356261227416
1005_2,1,New Bus Stand-D,15.467312963922167,74.99356261227416
1005_2,2,New Sp Office,15.466617930796467,74.99543122362164
1005_2,3,Mental Hospital,15.464470333333333,74.99838466666667
1005_2,4,K C Park,15.46369,75.001007
1005_2,5,Old Sp Office,15.4628345,75.003431
1005_2,6,Jubilee Circle,15.45894575,75.00781925
1005_2,7,Dwr Sd,15.45985814417835,75.0105258745456
1006,1,Cbt-D,15.4606685,75.01141700000001
1006,2,Jubilee Circle,15.45894575,75.00781925
1006,3,Old Sp Office,15.4628345,75.003431
1006,4,K C Park,15.46369,75.001007
1006,5,Mental Hospital,15.464470333333333,74.99838466666667
1006,6,New Sp Office,15.466617930796467,74.99543122362164
1006,7,New Bus Stand-D,15.467312963922167,74.99356261227416
1006,8,Kvg Bank,15.4716115,74.9907525
1006,9,Gtc,15.474909,74.9855426
1006,10,Gtc Cross Sd,15.473844,74.9832
1006,11,Bgs School,15.470952666666667,74.98229366666668
1006,12,Bendre Nagar,15.470920666666666,74.980912
1006,13,Banashri Nagar,15.471008,74.976286
1006_2,1,Banashri Nagar,15.471008,74.976286
1006_2,2,Bendre Nagar,15.470920666666666,74.980912
1006_2,3,Bgs School,15.470952666666667,74.98229366666668
1006_2,4,Gtc Cross Sd,15.473844,74.9832
1006_2,5,Gtc,15.474909,74.9855426
1006_2,6,Kvg Bank,15.4716115,74.9907525
1006_2,7,New Bus Stand-D,15.467312963922167,74.99356261227416
1006_2,8,New Sp Office,15.466617930796467,74.99543122362164
1006_2,9,Mental Hospital,15.464470333333333,74.99838466666667
1006_2,10,K C Park,15.46369,75.001007
1006_2,11,Old Sp Office,15.4628345,75.003431
1006_2,12,Corporation-D,15.4603805,75.00877600000001
1006_2,13,Cbt-D,15.4606685,75.01141700000001
1008,1,Cbt-D,15.4606685,75.01141700000001
1008,2,Jubilee Circle,15.45894575,75.00781925
1008,3,Old Sp Office,15.4628345,75.003431
1008,4,K C Park,15.46369,75.001007
1008,5,Mental Hospital,15.464470333333333,74.99838466666667
1008,6,New Sp Office,15.466617930796467,74.99543122362164
1008,7,New Bus Stand-D,15.467312963922167,74.99356261227416
1008,8,Kvg Bank,15.4716115,74.9907525
1008,9,J D Office,15.473995500000001,74.9890945
1008,10,Gtc,15.474909,74.9855426
1008,11,Pepsi Factory,15.477010666666667,74.98500166666666
1008,12,Dairy,15.483501,74.979516
1008,13,Yattin Gudda Cross,15.485588,74.97774749999999
1008,14,Agri University Gate,15.487123,74.97632300000001
1008,15,Admission Office,15.489196,74.980019
1008,16,Agri College,15.4907075,74.983435
1008,17,Yattin Gudda,15.488518,74.99161
1008_2,1,Yattin Gudda,15.488518,74.99161
1008_2,2,Agri College,15.4907075,74.983435
1008_2,3,Admission Office,15.489196,74.980019
1008_2,4,Agri University Gate,15.487123,74.97632300000001
1008_2,5,Yattin Gudda Cross,15.485588,74.97774749999999
1008_2,6,Dairy,15.483501,74.979516
1008_2,7,Pepsi Factory,15.477010666666667,74.98500166666666
1008_2,8,Gtc,15.474909,74.9855426
1008_2,9,J D Office,15.473995500000001,74.9890945
1008_2,10,Kvg Bank,15.4716115,74.9907525
1008_2,11,New Bus Stand-D,15.467312963922167,74.99356261227416
1008_2,12,New Sp Office,15.466617930796467,74.99543122362164
1008_2,13,Mental Hospital,15.464470333333333,74.99838466666667
1008_2,14,K C Park,15.46369,75.001007
1008_2,15,Old Sp Office,15.4628345,75.003431
1008_2,16,Jubilee Circle,15.45894575,75.00781925
1008_2,17,Cbt-D,15.4606685,75.01141700000001
1009,1,Madihal,15.469505999999999,75.0256105
1009,2,Siddharama Colony,15.469259000000001,75.0248095
1009,3,Joshi Hall,15.4684305,75.02211299999999
1009,4,Chidambar Seva Samiti,15.4676915,75.0200625
1009,5,Murusavira Matta D,15.4676395,75.01857849999999
1009,6,Depot Circle,15.467816,75.0178145
1009,7,Haveripete,15.467393,75.01621399999999
1009,8,Shivaji Circle,15.46469075,75.01383675
1009,9,Cbt-D,15.4606685,75.01141700000001
1009,10,Jubilee Circle,15.45894575,75.00781925
1009,11,Court Circle,15.456254999999999,75.00698
1009,12,Head Post Office,15.451592333333332,75.006593
1009,13,Yammikeri,15.448012,75.00504133333332
1009,14,K E Board,15.44603,75.003443
1009,15,Railway Station-D,15.443011,75.002137
1009_2,1,Railway Station-D,15.443011,75.002137
1009_2,2,Rms,15.444066,75.00285099999999
1009_2,3,Yammikeri,15.448012,75.00504133333332
1009_2,4,Brindhavan,15.453275999999999,75.00725449999999
1009_2,5,Kalabhawan,15.45895563189655,75.0075452826095
1009_2,6,Cbt-D,15.4606685,75.01141700000001
1009_2,7,Shivaji Circle,15.46469075,75.01383675
1009_2,8,Haveripete,15.467393,75.01621399999999
1009_2,9,Depot Circle,15.467816,75.0178145
1009_2,10,Murusavira Matta D,15.4676395,75.01857849999999
1009_2,11,Chidambar Seva Samiti,15.4676915,75.0200625
1009_2,12,Joshi Hall,15.4684305,75.02211299999999
1009_2,13,Siddharama Colony,15.469259000000001,75.0248095
1009_2,14,Madihal,15.469505999999999,75.0256105
100B,1,Dharwad Brts Terminal - Dh,15.460304,75.009427
100B,2,Jubilee Circle - Dh,15.458185,75.007642
100B,3,Court Circle - Dh,15.45579,75.00708
100B,4,Nttf - Dh,15.453834,75.00891
100B,5,Toll Naka - Dh,15.446385,75.012658
100B,6,Gandhi Nagar - Dh,15.437977,75.019138
100B,7,Sdm Medical College - Dh,15.417369,75.048123
100B,8,Navanagar - Dh,15.397351,75.082383
100B,9,Kims - Dh,15.36044,75.127099
100B,10,Hosur Regional Terminal - Dh,15.35752,75.128877
100B,11,Hosur Cross - Dh,15.354947,75.130385
100B,12,Hubballi Central Bus Terminal - Dh,15.35081,75.136814
100B,13,Hdmc - Dh,15.350865,75.140511
100B,14,Dr B R Ambedkar Circle - Dh,15.352767,75.145261
100B,15,Railway Station - Dh,15.349714,75.148566
100B_2,1,Railway Station - Hd,15.349603,75.148302
100B_2,2,Dr B R Ambedkar Circle 1 - Hd,15.352423,75.145417
100B_2,3,Hdmc - Hd,15.350875,75.14088
100B_2,4,Hubballi Central Bus Terminal - Hd,15.3506860292075,75.1366910324889
100B_2,5,Hosur Cross - Hd,15.354631,75.13043
100B_2,6,Hosur Regional Terminal - Hd,15.357106,75.129034
100B_2,7,Kims - Hd,15.360084,75.127186
100B_2,8,Navanagar - Hd,15.397025,75.082709
100B_2,9,Sdm Medical College - Hd,15.417188,75.048409
100B_2,10,Gandhi Nagar - Hd,15.437658,75.019256
100B_2,11,Toll Naka - Hd,15.445851,75.012741
100B_2,12,Nttf - Hd,15.453491,75.009186
100B_2,13,Court Circle - Hd,15.455441,75.007003
100B_2,14,Jubilee Circle - Hd,15.457936,75.007389
100B_2,15,Dharwad Brts Terminal - Hd,15.46005,75.009442
101,1,Bommasamudra,15.2367905,75.117603
101,2,Bommasamudra 1St Stop,15.238052,75.11740549999999
101,3,Bommasamudra Cross,15.253546,75.122783
101,4,Belgali,15.256297,75.1263555
101,5,Belgali Govt School,15.256342499999999,75.128763
101,6,Monkey Factory,15.264365999999999,75.13856849999999
101,7,Noolvi Cross,15.268582714285714,75.15226557142857
101,8,Noolvi,15.271438,75.1653625
101,9,Adhurgunchi,15.281863999999999,75.154369
101,10,Budurshingi,15.290190744806134,75.14702836140124
101,11,Kundagol Cross,15.295943,75.1464805
101,12,Gabbur Sh,15.317306,75.1440665
101,13,Bidnal Cross Sh,15.329774,75.14363900000001
101,14,Bankapur Chouk Sh,15.335399500000001,75.1417405
101,15,New English School Sh,15.3386415,75.1375455
101,16,Murusavira Matta Cross Sh,15.348655,75.13802
101,17,Obs Sh,15.350251965647585,75.1356732192144
101,18,Hosur Terminal,15.3570921772309,75.12880797876
101_2,1,Hosur Terminal,15.3570921772309,75.12880797876
101_2,2,Obs Sh,15.350251965647585,75.1356732192144
101_2,3,Murusavira Matta Cross Sh,15.348655,75.13802
101_2,4,New English School Sh,15.3386415,75.1375455
101_2,5,Bankapur Chouk Sh,15.335399500000001,75.1417405
101_2,6,Bidnal Cross Sh,15.329774,75.14363900000001
101_2,7,Gabbur Sh,15.317306,75.1440665
101_2,8,Kundagol Cross,15.295943,75.1464805
101_2,9,Budurshingi,15.290190744806134,75.14702836140124
101_2,10,Adhurgunchi,15.281863999999999,75.154369
101_2,11,Noolvi,15.271438,75.1653625
101_2,12,Noolvi Cross,15.268582714285714,75.15226557142857
101_2,13,Monkey Factory,15.264365999999999,75.13856849999999
101_2,14,Belgali Govt School,15.256342499999999,75.128763
101_2,15,Belgali,15.256297,75.1263555
101_2,16,Bommasamudra Cross,15.253546,75.122783
101_2,17,Bommasamudra 1St Stop,15.238052,75.11740549999999
101_2,18,Bommasamudra,15.2367905,75.117603
1010,1,Taj Nagar D,15.475181,75.003631
1010,2,Hashmi Nagar,15.47363,75.004303
1010,3,Malapura,15.471179,75.005607
1010,4,Goudar Oni,15.4705245,75.0059545
1010,5,Masjid,15.462099666666667,75.00293233333333
1010,6,Ramana Gouda Cross,15.466611499999999,75.0081335
1010,7,Shivaji Circle,15.46469075,75.01383675
1010,8,Cbt-D,15.4606685,75.01141700000001
1010,9,Court Circle,15.456254999999999,75.00698
1010,10,Yammikeri,15.448012,75.00504133333332
1010,11,Railway Station-D,15.443011,75.002137
1010_2,1,Railway Station-D,15.443011,75.002137
1010_2,2,Yammikeri,15.448012,75.00504133333332
1010_2,3,Court Circle,15.456254999999999,75.00698
1010_2,4,Cbt-D,15.4606685,75.01141700000001
1010_2,5,Shivaji Circle,15.46469075,75.01383675
1010_2,6,Ganapathi Gudi,15.466307,75.011053
1010_2,7,Ramana Gouda Cross,15.466611499999999,75.0081335
1010_2,8,Masjid,15.462099666666667,75.00293233333333
1010_2,9,Goudar Oni,15.4705245,75.0059545
1010_2,10,Malapura,15.471179,75.005607
1010_2,11,Hashmi Nagar,15.47363,75.004303
1010_2,12,Taj Nagar D,15.475181,75.003631
1012,1,Cbt-D,15.4606685,75.01141700000001
1012,2,Shivaji Circle,15.46469075,75.01383675
1012,3,Ganapathi Gudi,15.466307,75.011053
1012,4,Ramana Gouda Cross,15.466611499999999,75.0081335
1012,5,Masjid,15.462099666666667,75.00293233333333
1012,6,Goudar Oni,15.4705245,75.0059545
1012,7,Malapura,15.471179,75.005607
1012,8,Hashmi Nagar,15.47363,75.004303
1012,9,Taj Nagar D,15.475181,75.003631
1012_2,1,Taj Nagar D,15.475181,75.003631
1012_2,2,Hashmi Nagar,15.47363,75.004303
1012_2,3,Malapura,15.471179,75.005607
1012_2,4,Goudar Oni,15.4705245,75.0059545
1012_2,5,Masjid,15.462099666666667,75.00293233333333
1012_2,6,Ramana Gouda Cross,15.466611499999999,75.0081335
1012_2,7,Shivaji Circle,15.46469075,75.01383675
1012_2,8,Cbt-D,15.4606685,75.01141700000001
1013,1,Cbt-D,15.4606685,75.01141700000001
1013,2,Jubilee Circle,15.45894575,75.00781925
1013,3,Lic,15.456875499999999,75.00295650000001
1013,4,Kcd,15.45534,74.998474
1013,5,Nayadu Girini,15.453372,74.995731
1013,6,Saptapura,15.451581000000001,74.993536
1013,7,Jaya Nagar Cross,15.449917,74.9906925
1013,8,Sarwamangala Hospital,15.44922,74.98821075000001
1013,9,Parisara Bhavan,15.447995500000001,74.98509200000001
1013,10,Srinagar Cross,15.447415,74.982946
1013,11,Shivalaya,15.44655,74.9803685
1013,12,Ics College,15.445704,74.9780885
1013,13,Nehru Nagar Cross,15.4448185,74.9763125
1013,14,Neharu Nagar 1St Stop,15.447016,74.9748175
1013,15,Nehru Nagar,15.447841,74.973286
1013_2,1,Neharu Nagar,15.448029,74.973341
1013_2,2,Neharu Nagar 1St Stop,15.447016,74.9748175
1013_2,3,Nehru Nagar Cross,15.4448185,74.9763125
1013_2,4,Ics College,15.445704,74.9780885
1013_2,5,Shivalaya,15.44655,74.9803685
1013_2,6,Srinagar,15.447431,74.9830265
1013_2,7,Parisara Bhavan,15.447995500000001,74.98509200000001
1013_2,8,Sarwamangala Hospital,15.44922,74.98821075000001
1013_2,9,Jaya Nagar Cross,15.449917,74.9906925
1013_2,10,Saptapura,15.451581000000001,74.993536
1013_2,11,K C D,15.455365,74.9983735
1013_2,12,Lic,15.456875499999999,75.00295650000001
1013_2,13,Jubilee Circle,15.45894575,75.00781925
1013_2,14,Anjuman Circle,15.4603407729333,75.0099570147152
1013_2,15,Cbt-D,15.4606685,75.01141700000001
1014,1,Cbt-D,15.4606685,75.01141700000001
1014,2,Jubilee Circle,15.45894575,75.00781925
1014,3,Lic,15.456875499999999,75.00295650000001
1014,4,Kcd,15.45534,74.998474
1014,5,Nayadu Girini,15.453372,74.995731
1014,6,Saptapura,15.451581000000001,74.993536
1014,7,Jaya Nagar Cross,15.449917,74.9906925
1014,8,Sarwamangala Hospital,15.44922,74.98821075000001
1014,9,Parisara Bhavan,15.447995500000001,74.98509200000001
1014,10,Srinagar,15.447431,74.9830265
1014,11,Womens Hostel,15.445126,74.9829
1014,12,Girls Hostel,15.443829,74.984877
1014,13,Pavate Nagar,15.438239,74.9863935
1014_2,1,Pavate Nagar,15.438239,74.9863935
1014_2,2,Working Womens Hostel,15.44398,74.984695
1014_2,3,Womens Hostel,15.445126,74.9829
1014_2,4,Srinagar,15.447431,74.9830265
1014_2,5,Parisara Bhavan,15.447995500000001,74.98509200000001
1014_2,6,Sarwamangala Hospital,15.44922,74.98821075000001
1014_2,7,Jaya Nagar Cross,15.449917,74.9906925
1014_2,8,Saptapura,15.451581000000001,74.993536
1014_2,9,K C D,15.455365,74.9983735
1014_2,10,Lic,15.456875499999999,75.00295650000001
1014_2,11,Jubilee Circle,15.45894575,75.00781925
1014_2,12,Anjuman Circle,15.4603407729333,75.0099570147152
1014_2,13,Cbt-D,15.4606685,75.01141700000001
1015,1,Cbt-D,15.4606685,75.01141700000001
1015,2,Jubilee Circle,15.45894575,75.00781925
1015,3,Lic,15.456875499999999,75.00295650000001
1015,4,Kcd,15.45534,74.998474
1015,5,Nayadu Girini,15.453372,74.995731
1015,6,Saptapura,15.451581000000001,74.993536
1015,7,Michigan Compound,15.448450000000001,74.995294
1015,8,Galagali Hospital,15.447099999999999,74.99203299999999
1015,9,Sarwamangala Hospital,15.44922,74.98821075000001
1015,10,Parisara Bhavan,15.447995500000001,74.98509200000001
1015,11,Srinagar Cross,15.447415,74.982946
1015,12,Shivalaya,15.44655,74.9803685
1015,13,Radhakrishna Nagar,15.4496685,74.979832
1015_2,1,Radhakrishna Nagar,15.4496685,74.979832
1015_2,2,Srinagar,15.447431,74.9830265
1015_2,3,Parisara Bhavan,15.447995500000001,74.98509200000001
1015_2,4,Sarwamangala Hospital,15.44922,74.98821075000001
1015_2,5,Galagali Hospital,15.447099999999999,74.99203299999999
1015_2,6,Michigan Compound,15.448450000000001,74.995294
1015_2,7,Saptapura,15.451581000000001,74.993536
1015_2,8,Naidu Girini,15.453393,74.99562
1015_2,9,K C D,15.455365,74.9983735
1015_2,10,Lic,15.456875499999999,75.00295650000001
1015_2,11,Jubilee Circle,15.45894575,75.00781925
1015_2,12,Cbt-D,15.4606685,75.01141700000001
1016,1,Cbt-D,15.4606685,75.01141700000001
1016,2,Jubilee Circle,15.45894575,75.00781925
1016,3,Lic,15.456875499999999,75.00295650000001
1016,4,Kcd,15.45534,74.998474
1016,5,Nayadu Girini,15.453372,74.995731
1016,6,Saptapura,15.451581000000001,74.993536
1016,7,Saptapura School,15.453625500000001,74.9918135
1016,8,Shripadha Nagar,15.452691999999999,74.983033
1016,9,Sai Nagar 1St Stop,15.456329,74.98257699999999
1016,10,Sai Nagar-D,15.458010999999999,74.9829675
1016_2,1,Sai Nagar-D,15.458010999999999,74.9829675
1016_2,2,Sai Nagar 1St Stop,15.456329,74.98257699999999
1016_2,3,Shripadha Nagar,15.452691999999999,74.983033
1016_2,4,Shripada Nagar Cross,15.45313,74.984309
1016_2,5,Saptapura School,15.453625500000001,74.9918135
1016_2,6,Saptapura,15.451581000000001,74.993536
1016_2,7,K C D,15.455365,74.9983735
1016_2,8,Lic,15.456875499999999,75.00295650000001
1016_2,9,Jubilee Circle,15.45894575,75.00781925
1016_2,10,Cbt-D,15.4606685,75.01141700000001
1017,1,Cbt-D,15.4606685,75.01141700000001
1017,2,Jubilee Circle,15.45894575,75.00781925
1017,3,Court Circle,15.456254999999999,75.00698
1017,4,Brindhavan,15.453275999999999,75.00725449999999
1017,5,Head Post Office,15.451592333333332,75.006593
1017,6,Dc Office,15.4512125,75.003258
1017,7,Uday Hostel,15.4504975,75.00112150000001
1017,8,Old Central School,15.409631810922676,75.06308915888033
1017,9,Kariyyamma Temple,15.445994500000001,74.9978055
1017,10,Barakotri,15.443325999999999,74.993989
1017,11,Barakotari Bridge,15.441604,74.9930855
1017,12,Navodhaya Nagar,15.4396845,74.989709
1017,13,Pavate Nagar,15.438239,74.9863935
1017,14,Bhala Balaga,15.434482,74.988733
1017,15,Nisarga,15.436926,74.990262
1017,16,Hanumanthaa Nagar Cross,15.4375555,74.9915885
1017,17,Twok Quartz,15.4379815,74.9931045
1017,18,9Th Cross Kalyan Nagar,15.43835,74.9956865
1017,19,Kalyan Nagar,15.439979000000001,74.995206
1017_2,1,Kalyan Nagar,15.439979000000001,74.995206
1017_2,2,9Th Cross Kalyan Nagar,15.43835,74.9956865
1017_2,3,Twok Quartz,15.4379815,74.9931045
1017_2,4,Hanumanthaa Nagar Cross,15.4375555,74.9915885
1017_2,5,Nisarga,15.436926,74.990262
1017_2,6,Bhala Balaga,15.434482,74.988733
1017_2,7,Pavate Nagar,15.438239,74.9863935
1017_2,8,Navodhaya Nagar,15.4396845,74.989709
1017_2,9,Barakotari Bridge,15.441604,74.9930855
1017_2,10,Barakotri,15.443325999999999,74.993989
1017_2,11,Kariyyamma Temple,15.445994500000001,74.9978055
1017_2,12,Old Central School,15.409631810922676,75.06308915888033
1017_2,13,Uday Hostel,15.4504975,75.00112150000001
1017_2,14,C B Nagar,15.450832,75.003572
1017_2,15,Headpost Office,15.451618,75.006374
1017_2,16,Brindhavan,15.453275999999999,75.00725449999999
1017_2,17,Court Circle,15.456254999999999,75.00698
1017_2,18,Jubilee Circle,15.45894575,75.00781925
1017_2,19,Cbt-D,15.4606685,75.01141700000001
1018,1,Cbt-D,15.4606685,75.01141700000001
1018,2,Jubilee Circle,15.45894575,75.00781925
1018,3,Lic,15.456875499999999,75.00295650000001
1018,4,Kcd,15.45534,74.998474
1018,5,Dasanakoppa,15.4558755,74.99330499999999
1018,6,Canara Colony,15.4565485,74.99004450000001
1018,7,Banashankeri Nagar,15.4575575,74.9844325
1018,8,Sai Nagar-D,15.458010999999999,74.9829675
1018,9,Vinayaka Nagar Cross,15.459239,74.98173025
1018,10,Vinayaka Nagar D,15.458278684584648,74.978884151871
1018,11,Paper Mill,15.463518508119801,74.97519911226846
1018,12,Kelgeri,15.4615589693291,74.9682433294989
1018,13,Anjaneya School Stop,15.460363,74.965659
1018,14,Kelageri Anjaneya 1St Stop,15.460027521904049,74.9645496472387
1018,15,Anjana Nagar-D1,15.460185112039,74.9621869572919
1018_2,1,Anjana Nagar-D1,15.460185112039,74.9621869572919
1018_2,2,Kelageri Anjaneya 1St Stop,15.460027521904049,74.9645496472387
1018_2,3,Anjaneya School Stop,15.460363,74.965659
1018_2,4,Kelgeri,15.4615589693291,74.9682433294989
1018_2,5,Paper Mill,15.463518508119801,74.97519911226846
1018_2,6,Vinayaka Nagar Cross,15.459239,74.98173025
1018_2,7,Vinayaka Nagar D,15.458278684584648,74.978884151871
1018_2,8,Sai Nagar-D,15.458010999999999,74.9829675
1018_2,9,Banashankeri Nagar,15.4575575,74.9844325
1018_2,10,Canara Colony,15.4565485,74.99004450000001
1018_2,11,Dasanakoppa,15.4558755,74.99330499999999
1018_2,12,K C D,15.455365,74.9983735
1018_2,13,Lic,15.456875499999999,75.00295650000001
1018_2,14,Jubilee Circle,15.45894575,75.00781925
1018_2,15,Cbt-D,15.4606685,75.01141700000001
1019,1,Cbt-D,15.4606685,75.01141700000001
1019,2,Jubilee Circle,15.45894575,75.00781925
1019,3,Court Circle,15.456254999999999,75.00698
1019,4,Nttf,15.4523115,75.0104
1019,5,Hosa Yallapur Cross,15.45037325,75.01101975
1019,6,Toll Naka - D,15.446940982389,75.01232067405317
1019,7,Modern Hall,15.444540250000001,75.01296325
1019,8,Rajathagiri,15.439661000000001,75.0120135
1019,9,Saraswathipura,15.438922,75.01107775
1019,10,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1019,11,Tajesavi Nagar,15.4356785,75.01106300000001
1019,12,Tejasvi Nagar Bus Stop,15.4354735,75.0087405
